name,url,test_type,description,duration,adaptive_support,remote_support
Marketing (New),https://www.shl.com/products/product-catalog/view/marketing-new/,K,"Marketing (New): Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management…",Approximate Completion Time in minutes = 9,No,Yes
Maven (New),https://www.shl.com/products/product-catalog/view/maven-new/,K,"Maven (New): Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins.",Approximate Completion Time in minutes = 7,No,Yes
Mechanical Engineering (New),https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,K,"Mechanical Engineering (New): Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science.",Approximate Completion Time in minutes = 7,No,Yes
Mechatronics Engineering (New),https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,K,"Mechatronics Engineering (New): Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators…",Approximate Completion Time in minutes = 19,No,Yes
Medical Terminology (New),https://www.shl.com/products/product-catalog/view/medical-terminology-new/,K,"Medical Terminology (New): Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis.",Approximate Completion Time in minutes = 3,No,Yes
Metallurgical Engineering (New),https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,K,"Metallurgical Engineering (New): Multi-choice test that measures the knowledge of process metallurgy, industrial metallurgy and physical metallurgy.",Approximate Completion Time in minutes = 10,No,Yes
MFS 360 Enterprise Leadership Report,https://www.shl.com/products/product-catalog/view/mfs-360-enterprise-leadership-report/,D,"MFS 360 Enterprise Leadership Report: The layout of this report follows the standard MFS 360 report but this is based on the Enterprise Leadership competency model, not the UCF model. The report…",,No,Yes
MFS 360 UCF Group Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/,D,MFS 360 UCF Group Report: This report follows the standard layout of the 360 report but incorporates the average scores for a group of participants. The report can be generated for all…,,No,Yes
MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,D,MFS 360 UCF Performance Potential Dev Tips Report: This report is more or less identical to the standard MFS report but with an additional section that looks at the performance versus the potential and plots…,,No,Yes
MFS 360 UCF Standard Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-standard-report/,D,MFS 360 UCF Standard Report: This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the…,,No,Yes
Micro Focus Unified Functional Testing (New),https://www.shl.com/products/product-catalog/view/micro-focus-unified-functional-testing-new/,K,Micro Focus Unified Functional Testing (New): Multi-choice test that measures the knowledge of automation testing using the QTP tool.,Approximate Completion Time in minutes = 12,No,Yes
Microservices (New),https://www.shl.com/products/product-catalog/view/microservices-new/,K,"Microservices (New): Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns.",Approximate Completion Time in minutes = 7,No,Yes
Microsoft Dynamics Development (New),https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,K,"Microsoft Dynamics Development (New): Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity…",Approximate Completion Time in minutes = 9,No,Yes
Microsoft Excel 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-essentials-new/,"K,S","Microsoft Excel 365 - Essentials (New): The Microsoft Excel 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the…",Approximate Completion Time in minutes = 30,No,Yes
Microsoft Excel 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,"K,S","Microsoft Excel 365 (New): The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics…",Approximate Completion Time in minutes = 35,No,Yes
Microsoft Outlook 2013 (adaptive),https://www.shl.com/products/product-catalog/view/microsoft-outlook-2013-adaptive/,K,"Microsoft Outlook 2013 (adaptive): The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics…",Approximate Completion Time in minutes = 25,No,Yes
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,"K,S","Microsoft PowerPoint 365 - Essentials (New): The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and…",Approximate Completion Time in minutes = 25,No,Yes
Microsoft SQL Server 2014 Programming,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,K,Microsoft SQL Server 2014 Programming: The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced…,Approximate Completion Time in minutes = 35,No,Yes
Microsoft Windows Server 2012 Administration,https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/,K,Microsoft Windows Server 2012 Administration: The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators…,Approximate Completion Time in minutes = 35,No,Yes
Microsoft Word 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,"K,S","Microsoft Word 365 - Essentials (New): The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the…",Approximate Completion Time in minutes = 25,No,Yes
Microsoft Word 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,"S,K","Microsoft Word 365 (New): The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following…",Approximate Completion Time in minutes = 35,No,Yes
Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,K,"Mineral Engineering (New): Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical…",Approximate Completion Time in minutes = 12,No,Yes
Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,K,"Mining Engineering (New): Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.",Approximate Completion Time in minutes = 16,No,Yes
Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,K,Mobility (New): Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,Approximate Completion Time in minutes = 9,No,Yes
Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,K,"Molecular Biology (New): Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.",Approximate Completion Time in minutes = 6,No,Yes
MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,K,"MongoDB (New): Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of…",Approximate Completion Time in minutes = 7,No,Yes
Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,P,"Motivation Questionnaire MQM5: By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This…","Approximate Completion Time in minutes = Untimed, approx. 25",No,Yes
MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,P,MQ Candidate Motivation Report: The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an…,,No,Yes
MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,P,"MQ Employee Motivation Report: The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation…",,No,Yes
MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,P,"MQ Motivation Report Pack: The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your…",,No,Yes
MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,P,MQ Profile: The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as…,,No,Yes
MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,K,MS Access (New): Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,Approximate Completion Time in minutes = 7,No,Yes
MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,K,"MS Excel (New): Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.",Approximate Completion Time in minutes = 6,No,Yes
MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,K,"MS Office Basic Computer Literacy (New): Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.",Approximate Completion Time in minutes = 7,No,Yes
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,S,"MS Office Basic Computer Literacy (Sim) (New): Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.",Approximate Completion Time in minutes = 5,No,Yes
MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,K,"MS PowerPoint (New): Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.",Approximate Completion Time in minutes = 4,No,Yes
MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,K,MS Word (New): Multi-choice test that measures the ability to use MS Word to record and save textual information.,Approximate Completion Time in minutes = 4,No,Yes
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,K,"MuleSoft Development (New): Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.",Approximate Completion Time in minutes = 17,No,Yes
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,"A,K,S","Multitasking Ability: The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and…",Approximate Completion Time in minutes = 20,No,Yes
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,K,"Networking and Implementation (New): Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.",Approximate Completion Time in minutes = 7,No,Yes
Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,K,"Node.js (New): Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express…",Approximate Completion Time in minutes = 9,No,Yes
Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,K,Nursing (New): Multi-choice test that measures the knowledge of carrying out various nursing tasks.,Approximate Completion Time in minutes = 11,No,Yes
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,P,"Occupational Personality Questionnaire OPQ32r: The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world…","Approximate Completion Time in minutes = Untimed, approx. 25",No,Yes
Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,K,"Operations Management (New): Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.",Approximate Completion Time in minutes = 7,No,Yes
OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,P,OPQ Candidate Plus Report: A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.,,No,Yes
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,P,OPQ Candidate Report 2.0: A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a…,,No,Yes
OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,P,OPQ Emotional Intelligence Report: This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in…,,No,Yes
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,P,OPQ Leadership Report: This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading…,,No,Yes
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,P,OPQ Manager Plus Report: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease…,,No,Yes
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,P,OPQ Manager Plus Report 2.0: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease…,,No,Yes
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,P,OPQ Maximising your Learning Report: This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach…,,No,Yes
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,P,OPQ MQ Sales Report: This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales…,,No,Yes
OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,P,"OPQ Premium Plus Report: This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate…",,No,Yes
OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,P,"OPQ Premium Plus Report 2.0 : This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate…",,No,Yes
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,P,OPQ Profile Report: This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.  Please note this…,,No,Yes
OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,P,"OPQ Team Impact Group Development Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",,No,Yes
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,P,"OPQ Team Impact Individual Development Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",,No,Yes
OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,P,"OPQ Team Impact Selection Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…",,No,Yes
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,P,OPQ Team Types & Leadership Styles Profile: This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types…,,No,Yes
OPQ Team Types and Leadership Styles Report,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,P,OPQ Team Types and Leadership Styles Report: This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types…,,No,Yes
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,P,"OPQ UCF Development Action Planner Report 1.0: This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for…",,No,Yes
OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,P,"OPQ UCF Development Action Planner Report 2.0: This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for…",,No,Yes
OPQ Universal Competency Report 1.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,P,OPQ Universal Competency Report 1.0: This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical…,,No,Yes
OPQ Universal Competency Report 2.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,P,OPQ Universal Competency Report 2.0: This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical…,,No,Yes
OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,P,"OPQ User and Managers Report: This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an…",,No,Yes
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,"P,S","OPQ User Report: This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at…",,No,Yes
Oracle DBA (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,K,"Oracle DBA (Advanced Level) (New): Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network…",Approximate Completion Time in minutes = 12,No,Yes
Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,K,"Oracle DBA (Entry Level) (New): Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.",Approximate Completion Time in minutes = 12,No,Yes
Oracle PL/SQL (New),https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,K,"Oracle PL/SQL (New): Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.",Approximate Completion Time in minutes = 11,No,Yes
Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,K,"Oracle WebLogic Server (New): Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and…",Approximate Completion Time in minutes = 7,No,Yes
Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,K,Organic Chemistry (New): Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,Approximate Completion Time in minutes = 10,No,Yes
Paint Technology (New),https://www.shl.com/products/product-catalog/view/paint-technology-new/,K,"Paint Technology (New): Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating…",Approximate Completion Time in minutes = 7,No,Yes
Pediatrics (New),https://www.shl.com/products/product-catalog/view/pediatrics-new/,K,"Pediatrics (New): Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.",Approximate Completion Time in minutes = 5,No,Yes
Pega Development (New),https://www.shl.com/products/product-catalog/view/pega-development-new/,K,"Pega Development (New): Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external…",Approximate Completion Time in minutes = 17,No,Yes
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,K,"Perl (New): Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.",Approximate Completion Time in minutes = 9,No,Yes
Petrochemical Engineering (New),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,K,"Petrochemical Engineering (New): Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and…",Approximate Completion Time in minutes = 7,No,Yes
Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,K,"Petroleum Engineering (New): Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.",Approximate Completion Time in minutes = 10,No,Yes
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,K,"Pharmaceutical Analysis (New): Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",Approximate Completion Time in minutes = 12,No,Yes
Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,K,"Pharmaceutical Chemistry (New): Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.",Approximate Completion Time in minutes = 17,No,Yes
Pharmaceutical Science (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,K,"Pharmaceutical Science (New): Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.",Approximate Completion Time in minutes = 7,No,Yes
Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,K,"Pharmaceutics (New): Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and…",Approximate Completion Time in minutes = 12,No,Yes
Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,K,"Pharmacology (New): Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system…",Approximate Completion Time in minutes = 12,No,Yes
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,K,"PHP (New): Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.",Approximate Completion Time in minutes = 8,No,Yes
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,"C,A,P",PJM Development Report: The Person-Job Match Report is unique in that it  matches the performance potential of the  individual to the job’s specific competencies. This  provides you…,,No,Yes
PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,"A,C,P","PJM Selection Report: The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with…",,No,Yes
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,K,"Polymer Engineering (New): Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",Approximate Completion Time in minutes = 8,No,Yes
Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,K,"Power Electronics and Drives (New): Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",Approximate Completion Time in minutes = 15,No,Yes
Power System Engineering (New),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,K,"Power System Engineering (New): Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation…",Approximate Completion Time in minutes = 12,No,Yes
Prism (New),https://www.shl.com/products/product-catalog/view/prism-new/,K,"Prism (New): Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",Approximate Completion Time in minutes = 4,No,Yes
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,K,"Production and Industrial Engineering (New): Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",Approximate Completion Time in minutes = 13,No,Yes
Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,K,"Production Engineering (New): Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.",Approximate Completion Time in minutes = 10,No,Yes
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,K,Programming Concepts: The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for…,Approximate Completion Time in minutes = 25,No,Yes
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,K,Project Management (2013): The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is…,Approximate Completion Time in minutes = 30,No,Yes
Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,K,"Proofreading v1: This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.",Approximate Completion Time in minutes = 6,No,Yes
Python (New),https://www.shl.com/products/product-catalog/view/python-new/,K,"Python (New): Multi-choice test that measures the knowledge of Python programming, databases, modules and library.",Approximate Completion Time in minutes = 11,No,Yes
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,K,R Programming (New): Multi-choice test that measures the knowledge of R programming and its application in statistics.,Approximate Completion Time in minutes = 13,No,Yes
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,K,"ReactJS (New): Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.",Approximate Completion Time in minutes = 10,No,Yes
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,A,Reading Comprehension - English v1: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,Approximate Completion Time in minutes = 35,No,Yes
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,A,Reading Comprehension - Spanish v1: The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a…,Approximate Completion Time in minutes = 26,No,Yes
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,A,Reading Comprehension v2: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,Approximate Completion Time in minutes = 35,No,Yes
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,C,"RemoteWorkQ: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",Approximate Completion Time in minutes = 10,No,Yes
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,C,"RemoteWorkQ Manager Report: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",,No,Yes
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,C,"RemoteWorkQ Participant Report : Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",,No,Yes
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,K,"RESTful Web Services (New): Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return…",Approximate Completion Time in minutes = 12,No,Yes
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,"B,K,S,A",Retail Sales and Service Simulation: The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers…,Approximate Completion Time in minutes = 30,No,Yes
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,K,Reviewing Forms - US (R1): This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph…,Approximate Completion Time in minutes = 5,No,Yes
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,K,"Ruby (New): Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception…",Approximate Completion Time in minutes = 11,No,Yes
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,K,"Ruby on Rails (New): Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.",Approximate Completion Time in minutes = 11,No,Yes
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,"S,B","Sales & Service Phone Simulation : As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors…",Approximate Completion Time in minutes = 20,No,Yes
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,"P,P",Sales Interview Guide: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report…,Approximate Completion Time in minutes = Untimed,No,Yes
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,P,Sales Profiler Cards: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales…,Approximate Completion Time in minutes = Untimed,No,Yes
